"site","date","Freq","type","visits"
"en",2023-01-04,2,"generic",2
"fr",2023-01-04,5,"generic",5
"tai",2023-01-04,4,"specific",4
"en",2023-01-05,1,"generic",3
"fr",2023-01-05,1,"generic",6
"tai",2023-01-05,2,"specific",6
"amalda",2023-01-06,10,"specific",10
"en",2023-01-06,7,"generic",10
"fr",2023-01-06,8,"generic",14
"roche-a-pierrot",2023-01-06,3,"specific",3
"tai",2023-01-06,2,"specific",8
"amalda",2023-01-07,2,"specific",12
"en",2023-01-07,3,"generic",13
"fr",2023-01-07,3,"generic",17
"roche-a-pierrot",2023-01-07,2,"specific",5
"tai",2023-01-07,1,"specific",9
"en",2023-01-08,3,"generic",16
"tai",2023-01-08,1,"specific",10
"amalda",2023-01-09,2,"specific",14
"en",2023-01-09,7,"generic",23
"fr",2023-01-09,4,"generic",21
"roche-a-pierrot",2023-01-09,1,"specific",6
"tai",2023-01-09,6,"specific",16
"amalda",2023-01-10,4,"specific",18
"combe-cullier",2023-01-10,1,"specific",1
"en",2023-01-10,5,"generic",28
"fr",2023-01-10,6,"generic",27
"grotte16",2023-01-10,2,"specific",2
"portal",2023-01-10,8,"portal",8
"les-jambes",2023-01-10,2,"specific",2
"poeymau",2023-01-10,2,"specific",2
"roche-a-pierrot",2023-01-10,2,"specific",8
"roquemissou",2023-01-10,3,"specific",3
"tai",2023-01-10,4,"specific",20
"amalda",2023-01-11,2,"specific",20
"en",2023-01-11,10,"generic",38
"fr",2023-01-11,6,"generic",33
"portal",2023-01-11,6,"portal",14
"les-jambes",2023-01-11,2,"specific",4
"poeymau",2023-01-11,2,"specific",4
"roche-a-pierrot",2023-01-11,2,"specific",10
"roquemissou",2023-01-11,2,"specific",5
"tai",2023-01-11,10,"specific",30
"amalda",2023-01-12,1,"specific",21
"en",2023-01-12,4,"generic",42
"fr",2023-01-12,3,"generic",36
"portal",2023-01-12,7,"portal",21
"moulin-neuf",2023-01-12,1,"specific",1
"roche-a-pierrot",2023-01-12,3,"specific",13
"tai",2023-01-12,2,"specific",32
"amalda",2023-01-13,2,"specific",23
"combe-capelle-a1a2",2023-01-13,2,"specific",2
"combe-cullier",2023-01-13,3,"specific",4
"en",2023-01-13,5,"generic",47
"fr",2023-01-13,2,"generic",38
"grotte16",2023-01-13,2,"specific",4
"portal",2023-01-13,4,"portal",25
"moulin-neuf",2023-01-13,1,"specific",2
"poeymau",2023-01-13,1,"specific",5
"roc-de-marcamps1",2023-01-13,5,"specific",5
"roc-de-marcamps2",2023-01-13,1,"specific",1
"roche-a-pierrot",2023-01-13,1,"specific",14
"roquemissou",2023-01-13,1,"specific",6
"tai",2023-01-13,2,"specific",34
"bilzingsleben",2023-01-14,5,"specific",5
"combe-cullier",2023-01-14,1,"specific",5
"en",2023-01-14,1,"generic",48
"fr",2023-01-14,1,"generic",39
"grotte16",2023-01-14,1,"specific",5
"portal",2023-01-14,5,"portal",30
"roc-de-marcamps2",2023-01-14,1,"specific",2
"roche-a-pierrot",2023-01-14,1,"specific",15
"tai",2023-01-14,1,"specific",35
"bilzingsleben",2023-01-15,2,"specific",7
"combe-capelle-a1a2",2023-01-15,1,"specific",3
"combe-cullier",2023-01-15,1,"specific",6
"en",2023-01-15,3,"generic",51
"fr",2023-01-15,2,"generic",41
"grotte16",2023-01-15,1,"specific",6
"portal",2023-01-15,5,"portal",35
"roc-de-marcamps1",2023-01-15,1,"specific",6
"roquemissou",2023-01-15,1,"specific",7
"tai",2023-01-15,3,"specific",38
"amalda",2023-01-16,3,"specific",26
"en",2023-01-16,7,"generic",58
"fr",2023-01-16,3,"generic",44
"grotte16",2023-01-16,1,"specific",7
"portal",2023-01-16,6,"portal",41
"mask",2023-01-16,2,"specific",2
"poeymau",2023-01-16,1,"specific",6
"roc-de-marcamps2",2023-01-16,1,"specific",3
"roquemissou",2023-01-16,2,"specific",9
"tai",2023-01-16,8,"specific",46
"amalda",2023-01-17,3,"specific",29
"combe-cullier",2023-01-17,1,"specific",7
"en",2023-01-17,1,"generic",59
"fr",2023-01-17,2,"generic",46
"grotte16",2023-01-17,1,"specific",8
"portal",2023-01-17,4,"portal",45
"les-jambes",2023-01-17,5,"specific",9
"moulin-neuf",2023-01-17,1,"specific",3
"poeymau",2023-01-17,2,"specific",8
"roquemissou",2023-01-17,3,"specific",12
"tai",2023-01-17,1,"specific",47
"amalda",2023-01-18,1,"specific",30
"combe-cullier",2023-01-18,1,"specific",8
"en",2023-01-18,2,"generic",61
"erb-tanks",2023-01-18,1,"specific",1
"fr",2023-01-18,1,"generic",47
"grotte16",2023-01-18,3,"specific",11
"portal",2023-01-18,6,"portal",51
"les-jambes",2023-01-18,1,"specific",10
"roche-a-pierrot",2023-01-18,1,"specific",16
"roquemissou",2023-01-18,1,"specific",13
"tai",2023-01-18,1,"specific",48
"en",2023-01-19,1,"generic",62
"portal",2023-01-19,2,"portal",53
"mas-vignoles-x",2023-01-19,1,"specific",1
"tai",2023-01-19,1,"specific",49
"bilzingsleben",2023-01-20,2,"specific",9
"combe-cullier",2023-01-20,5,"specific",13
"erb-tanks",2023-01-20,2,"specific",3
"portal",2023-01-20,4,"portal",57
"mas-vignoles-x",2023-01-20,1,"specific",2
"mask",2023-01-20,1,"specific",3
"moulin-neuf",2023-01-20,1,"specific",4
"poeymau",2023-01-20,4,"specific",12
"roc-de-marcamps1",2023-01-20,2,"specific",8
"roc-de-marcamps2",2023-01-20,1,"specific",4
"roquemissou",2023-01-20,3,"specific",16
"portal",2023-01-21,1,"portal",58
"mask",2023-01-21,1,"specific",4
"bilzingsleben",2023-01-22,1,"specific",10
"en",2023-01-22,2,"generic",64
"portal",2023-01-22,2,"portal",60
"mask",2023-01-22,1,"specific",5
"roc-de-marcamps2",2023-01-22,1,"specific",5
"roche-a-pierrot",2023-01-22,1,"specific",17
"tai",2023-01-22,2,"specific",51
"amalda",2023-01-23,3,"specific",33
"bilzingsleben",2023-01-23,2,"specific",12
"combe-capelle-a1a2",2023-01-23,2,"specific",5
"combe-cullier",2023-01-23,1,"specific",14
"en",2023-01-23,1,"generic",65
"erb-tanks",2023-01-23,2,"specific",5
"fr",2023-01-23,2,"generic",49
"grotte16",2023-01-23,1,"specific",12
"portal",2023-01-23,3,"portal",63
"les-jambes",2023-01-23,2,"specific",12
"mas-vignoles-x",2023-01-23,3,"specific",5
"mask",2023-01-23,1,"specific",6
"poeymau",2023-01-23,2,"specific",14
"roc-de-marcamps2",2023-01-23,1,"specific",6
"roche-a-pierrot",2023-01-23,1,"specific",18
"roquemissou",2023-01-23,1,"specific",17
"tai",2023-01-23,1,"specific",52
"fr",2023-01-24,1,"generic",50
"portal",2023-01-24,3,"portal",66
"moulin-neuf",2023-01-24,2,"specific",6
"petit-paulmy",2023-01-24,4,"specific",4
"bastos",2023-01-25,5,"specific",5
"fr",2023-01-25,1,"generic",51
"portal",2023-01-25,2,"portal",68
"petit-paulmy",2023-01-25,3,"specific",7
"poeymau",2023-01-25,1,"specific",15
"roc-de-marcamps1",2023-01-25,1,"specific",9
"roc-de-marcamps2",2023-01-25,1,"specific",7
"roche-a-pierrot",2023-01-25,1,"specific",19
"en",2023-01-26,2,"generic",67
"erb-tanks",2023-01-26,1,"specific",6
"fr",2023-01-26,3,"generic",54
"grotte16",2023-01-26,2,"specific",14
"portal",2023-01-26,5,"portal",73
"les-jambes",2023-01-26,1,"specific",13
"mas-vignoles-x",2023-01-26,1,"specific",6
"moulin-neuf",2023-01-26,1,"specific",7
"petit-paulmy",2023-01-26,1,"specific",8
"poeymau",2023-01-26,1,"specific",16
"roc-de-marcamps1",2023-01-26,1,"specific",10
"cassenade",2023-01-27,3,"specific",3
"fr",2023-01-27,1,"generic",55
"portal",2023-01-27,3,"portal",76
"tai",2023-01-27,8,"specific",60
"les-jambes",2023-01-28,1,"specific",14
"tai",2023-01-28,5,"specific",65
"les-jambes",2023-01-29,2,"specific",16
"en",2023-01-30,1,"generic",68
"fr",2023-01-30,2,"generic",57
"portal",2023-01-30,1,"portal",77
"les-jambes",2023-01-30,1,"specific",17
"moulin-neuf",2023-01-30,1,"specific",8
"combe-cullier",2023-01-31,1,"specific",15
"portal",2023-01-31,1,"portal",78
"les-jambes",2023-01-31,1,"specific",18
"moulin-neuf",2023-01-31,1,"specific",9
"roc-de-marcamps2",2023-01-31,1,"specific",8
"roche-a-pierrot",2023-01-31,1,"specific",20
"amalda",2023-02-01,1,"specific",34
"combe-capelle-a1a2",2023-02-01,1,"specific",6
"en",2023-02-01,2,"generic",70
"fr",2023-02-01,2,"generic",59
"portal",2023-02-01,6,"portal",84
"mas-vignoles-x",2023-02-01,1,"specific",7
"mask",2023-02-01,3,"specific",9
"petit-paulmy",2023-02-01,1,"specific",9
"roche-a-pierrot",2023-02-01,1,"specific",21
"roquemissou",2023-02-01,1,"specific",18
"tai",2023-02-01,1,"specific",66
"bastos",2023-02-02,4,"specific",9
"cassenade",2023-02-02,1,"specific",4
"fr",2023-02-02,4,"generic",63
"portal",2023-02-02,3,"portal",87
"mas-vignoles-x",2023-02-02,1,"specific",8
"petit-paulmy",2023-02-02,1,"specific",10
"poeymau",2023-02-02,1,"specific",17
"roquemissou",2023-02-02,2,"specific",20
"tai",2023-02-02,1,"specific",67
"combe-capelle-a1a2",2023-02-03,1,"specific",7
"combe-cullier",2023-02-03,1,"specific",16
"combe-greze",2023-02-03,3,"specific",3
"en",2023-02-03,2,"generic",72
"fr",2023-02-03,1,"generic",64
"portal",2023-02-03,1,"portal",88
"le-flageolet",2023-02-03,1,"specific",1
"tai",2023-02-03,3,"specific",70
"en",2023-02-04,3,"generic",75
"en",2023-02-05,2,"generic",77
"fr",2023-02-05,1,"generic",65
"portal",2023-02-05,1,"portal",89
"le-flageolet",2023-02-05,2,"specific",3
"bastos",2023-02-06,1,"specific",10
"cassenade",2023-02-06,1,"specific",5
"en",2023-02-06,7,"generic",84
"fr",2023-02-06,1,"generic",66
"portal",2023-02-06,3,"portal",92
"les-jambes",2023-02-06,1,"specific",19
"tai",2023-02-06,4,"specific",74
"combe-cullier",2023-02-07,1,"specific",17
"en",2023-02-07,2,"generic",86
"fr",2023-02-07,2,"generic",68
"portal",2023-02-07,6,"portal",98
"roche-a-pierrot",2023-02-07,1,"specific",22
"teseticeX08",2023-02-07,4,"specific",4
"amalda",2023-02-08,1,"specific",35
"combe-cullier",2023-02-08,1,"specific",18
"combe-greze",2023-02-08,3,"specific",6
"en",2023-02-08,8,"generic",94
"fr",2023-02-08,11,"generic",79
"grotte16",2023-02-08,1,"specific",15
"portal",2023-02-08,2,"portal",100
"tai",2023-02-08,2,"specific",76
"teseticeX08",2023-02-08,3,"specific",7
"en",2023-02-09,2,"generic",96
"fr",2023-02-09,5,"generic",84
"portal",2023-02-09,3,"portal",103
"tai",2023-02-09,5,"specific",81
"bessinaudes",2023-02-10,3,"specific",3
"bout-des-vergnes",2023-02-10,1,"specific",1
"chez-thuilet",2023-02-10,1,"specific",1
"fr",2023-02-10,2,"generic",86
"tai",2023-02-10,1,"specific",82
"en",2023-02-11,3,"generic",99
"portal",2023-02-11,2,"portal",105
"poeymau",2023-02-11,1,"specific",18
"tai",2023-02-11,1,"specific",83
"en",2023-02-12,1,"generic",100
"fr",2023-02-13,3,"generic",89
"tai",2023-02-13,1,"specific",84
"en",2023-02-14,1,"generic",101
"fr",2023-02-14,1,"generic",90
"portal",2023-02-14,1,"portal",106
"chauzeys",2023-02-15,1,"specific",1
"roc-de-marcamps2",2023-02-15,1,"specific",9
"cassenade",2023-02-16,1,"specific",6
"en",2023-02-16,2,"generic",103
"portal",2023-02-16,9,"portal",115
"le-flageolet",2023-02-16,1,"specific",4
"roche-a-pierrot",2023-02-16,1,"specific",23
"teseticeX08",2023-02-16,1,"specific",8
"amalda",2023-02-17,2,"specific",37
"anse-a-henry",2023-02-17,6,"specific",6
"bastos",2023-02-17,1,"specific",11
"chauzeys",2023-02-17,1,"specific",2
"en",2023-02-17,1,"generic",104
"erb-tanks",2023-02-17,1,"specific",7
"fr",2023-02-17,3,"generic",93
"grotte16",2023-02-17,1,"specific",16
"portal",2023-02-17,7,"portal",122
"les-jambes",2023-02-17,1,"specific",20
"petit-paulmy",2023-02-17,1,"specific",11
"poeymau",2023-02-17,1,"specific",19
"roc-de-marcamps1",2023-02-17,1,"specific",11
"roc-de-marcamps2",2023-02-17,1,"specific",10
"roche-a-pierrot",2023-02-17,3,"specific",26
"tai",2023-02-17,3,"specific",87
"portal",2023-02-18,2,"portal",124
"anse-a-henry",2023-02-19,2,"specific",8
"bessinaudes",2023-02-19,2,"specific",5
"chauzeys",2023-02-19,1,"specific",3
"chez-thuilet",2023-02-19,4,"specific",5
"grotte16",2023-02-19,1,"specific",17
"portal",2023-02-19,6,"portal",130
"pt",2023-02-19,1,"generic",1
"altenerding",2023-02-20,1,"specific",1
"anse-a-henry",2023-02-20,14,"specific",22
"bastos",2023-02-20,1,"specific",12
"bessinaudes",2023-02-20,3,"specific",8
"bilzingsleben",2023-02-20,2,"specific",14
"bout-des-vergnes",2023-02-20,3,"specific",4
"cassenade",2023-02-20,1,"specific",7
"chauzeys",2023-02-20,2,"specific",5
"chez-thuilet",2023-02-20,2,"specific",7
"combe-cullier",2023-02-20,1,"specific",19
"combe-greze",2023-02-20,3,"specific",9
"en",2023-02-20,3,"generic",107
"fr",2023-02-20,4,"generic",97
"portal",2023-02-20,9,"portal",139
"it",2023-02-20,7,"generic",7
"mask",2023-02-20,1,"specific",10
"petit-paulmy",2023-02-20,1,"specific",12
"poeymau",2023-02-20,1,"specific",20
"pt",2023-02-20,2,"generic",3
"roquemissou",2023-02-20,1,"specific",21
"tai",2023-02-20,1,"specific",88
"altenerding",2023-02-21,1,"specific",2
"anse-a-henry",2023-02-21,1,"specific",23
"en",2023-02-21,1,"generic",108
"fr",2023-02-21,1,"generic",98
"portal",2023-02-21,6,"portal",145
"it",2023-02-21,2,"generic",9
"tai",2023-02-21,1,"specific",89
"altenerding",2023-02-22,1,"specific",3
"amalda",2023-02-22,3,"specific",40
"anse-a-henry",2023-02-22,1,"specific",24
"en",2023-02-22,4,"generic",112
"fr",2023-02-22,1,"generic",99
"portal",2023-02-22,5,"portal",150
"it",2023-02-22,1,"generic",10
"pt",2023-02-22,1,"generic",4
"tai",2023-02-22,1,"specific",90
"altenerding",2023-02-23,2,"specific",5
"amalda",2023-02-23,3,"specific",43
"anse-a-henry",2023-02-23,2,"specific",26
"barmose",2023-02-23,1,"specific",1
"bilzingsleben",2023-02-23,1,"specific",15
"chauzeys",2023-02-23,1,"specific",6
"en",2023-02-23,2,"generic",114
"erb-tanks",2023-02-23,1,"specific",8
"fr",2023-02-23,6,"generic",105
"grotte16",2023-02-23,1,"specific",18
"portal",2023-02-23,11,"portal",161
"mas-vignoles-x",2023-02-23,2,"specific",10
"mask",2023-02-23,1,"specific",11
"pirro-nord13",2023-02-23,1,"specific",1
"altenerding",2023-02-24,4,"specific",9
"amalda",2023-02-24,2,"specific",45
"anse-a-henry",2023-02-24,1,"specific",27
"barmose",2023-02-24,1,"specific",2
"bilzingsleben",2023-02-24,1,"specific",16
"cassenade",2023-02-24,2,"specific",9
"en",2023-02-24,3,"generic",117
"erb-tanks",2023-02-24,1,"specific",9
"fr",2023-02-24,1,"generic",106
"grotte16",2023-02-24,1,"specific",19
"portal",2023-02-24,6,"portal",167
"it",2023-02-24,2,"generic",12
"pirro-nord13",2023-02-24,1,"specific",2
"roc-de-marcamps1",2023-02-24,1,"specific",12
"bessinaudes",2023-02-25,1,"specific",9
"combe-cullier",2023-02-25,1,"specific",20
"portal",2023-02-25,2,"portal",169
"marathousa1a",2023-02-25,1,"specific",1
"marathousa1b",2023-02-25,1,"specific",1
"fr",2023-02-26,2,"generic",108
"marathousa1a",2023-02-26,1,"specific",2
"marathousa1b",2023-02-26,1,"specific",2
"bout-des-vergnes",2023-02-27,1,"specific",5
"en",2023-02-27,10,"generic",127
"fr",2023-02-27,10,"generic",118
"portal",2023-02-27,8,"portal",177
"it",2023-02-27,10,"generic",22
"marathousa1a",2023-02-27,1,"specific",3
"marathousa1b",2023-02-27,1,"specific",3
"poeymau",2023-02-27,2,"specific",22
"pt",2023-02-27,10,"generic",14
"altenerding",2023-02-28,4,"specific",13
"amalda",2023-02-28,4,"specific",49
"en",2023-02-28,19,"generic",146
"fr",2023-02-28,9,"generic",127
"portal",2023-02-28,6,"portal",183
"marathousa1a",2023-02-28,1,"specific",4
"marathousa1b",2023-02-28,1,"specific",4
"mas-vignoles-x",2023-02-28,1,"specific",11
"roche-a-pierrot",2023-02-28,1,"specific",27
"tai",2023-02-28,1,"specific",91
"altenerding",2023-03-01,1,"specific",14
"cassenade",2023-03-01,1,"specific",10
"combe-cullier",2023-03-01,1,"specific",21
"en",2023-03-01,28,"generic",174
"fr",2023-03-01,1,"generic",128
"portal",2023-03-01,5,"portal",188
"it",2023-03-01,2,"generic",24
"petit-paulmy",2023-03-01,1,"specific",13
"en",2023-03-02,16,"generic",190
"fr",2023-03-02,2,"generic",130
"portal",2023-03-02,5,"portal",193
"it",2023-03-02,1,"generic",25
"le-flageolet",2023-03-02,1,"specific",5
"poeymau",2023-03-02,1,"specific",23
"pt",2023-03-02,1,"generic",15
"tai",2023-03-02,1,"specific",92
"amalda",2023-03-03,1,"specific",50
"en",2023-03-03,8,"generic",198
"portal",2023-03-03,1,"portal",194
"it",2023-03-03,1,"generic",26
"poeymau",2023-03-03,1,"specific",24
"pt",2023-03-03,1,"generic",16
"en",2023-03-04,3,"generic",201
"portal",2023-03-04,1,"portal",195
"en",2023-03-05,1,"generic",202
"en",2023-03-06,5,"generic",207
"fr",2023-03-06,1,"generic",131
"portal",2023-03-06,2,"portal",197
"it",2023-03-06,1,"generic",27
"poeymau",2023-03-06,1,"specific",25
"pt",2023-03-06,1,"generic",17
"tai",2023-03-06,1,"specific",93
"amalda",2023-03-07,2,"specific",52
"en",2023-03-07,16,"generic",223
"fr",2023-03-07,4,"generic",135
"portal",2023-03-07,5,"portal",202
"it",2023-03-07,4,"generic",31
"mas-vignoles-x",2023-03-07,1,"specific",12
"poeymau",2023-03-07,1,"specific",26
"pt",2023-03-07,4,"generic",21
"en",2023-03-08,10,"generic",233
"fr",2023-03-08,1,"generic",136
"portal",2023-03-08,2,"portal",204
"altenerding",2023-03-09,2,"specific",16
"amalda",2023-03-09,4,"specific",56
"cassenade",2023-03-09,1,"specific",11
"en",2023-03-09,10,"generic",243
"fr",2023-03-09,4,"generic",140
"portal",2023-03-09,6,"portal",210
"it",2023-03-09,1,"generic",32
"petit-paulmy",2023-03-09,1,"specific",14
"poeymau",2023-03-09,2,"specific",28
"amalda",2023-03-10,1,"specific",57
"en",2023-03-10,12,"generic",255
"fr",2023-03-10,4,"generic",144
"portal",2023-03-10,1,"portal",211
"it",2023-03-10,1,"generic",33
"pt",2023-03-10,1,"generic",22
"tai",2023-03-10,1,"specific",94
"en",2023-03-11,4,"generic",259
"portal",2023-03-11,2,"portal",213
"amalda",2023-03-12,1,"specific",58
"en",2023-03-12,3,"generic",262
"portal",2023-03-12,1,"portal",214
"tai",2023-03-12,1,"specific",95
"en",2023-03-13,9,"generic",271
"fr",2023-03-13,5,"generic",149
"portal",2023-03-13,7,"portal",221
"poeymau",2023-03-13,1,"specific",29
"tai",2023-03-13,2,"specific",97
"altenerding",2023-03-14,1,"specific",17
"amalda",2023-03-14,1,"specific",59
"anse-a-henry",2023-03-14,1,"specific",28
"cassenade",2023-03-14,1,"specific",12
"chauzeys",2023-03-14,1,"specific",7
"en",2023-03-14,6,"generic",277
"fr",2023-03-14,4,"generic",153
"portal",2023-03-14,4,"portal",225
"pt",2023-03-14,2,"generic",24
"tai",2023-03-14,1,"specific",98
"altenerding",2023-03-15,1,"specific",18
"bilzingsleben",2023-03-15,1,"specific",17
"cassenade",2023-03-15,1,"specific",13
"en",2023-03-15,6,"generic",283
"fr",2023-03-15,1,"generic",154
"grotte16",2023-03-15,1,"specific",20
"portal",2023-03-15,5,"portal",230
"petit-paulmy",2023-03-15,2,"specific",16
"tai",2023-03-15,1,"specific",99
"en",2023-03-16,4,"generic",287
"portal",2023-03-16,1,"portal",231
"marathousa1a",2023-03-16,1,"specific",5
"en",2023-03-17,5,"generic",292
"fr",2023-03-17,2,"generic",156
"portal",2023-03-17,2,"portal",233
"roc-de-marcamps1",2023-03-17,1,"specific",13
"tai",2023-03-17,1,"specific",100
"amalda",2023-03-18,1,"specific",60
"fr",2023-03-18,1,"generic",157
"en",2023-03-19,1,"generic",293
"fr",2023-03-19,1,"generic",158
"pt",2023-03-19,1,"generic",25
"tai",2023-03-19,1,"specific",101
"combe-capelle-a1a2",2023-03-20,1,"specific",8
"en",2023-03-20,11,"generic",304
"fr",2023-03-20,3,"generic",161
"portal",2023-03-20,3,"portal",236
"tai",2023-03-20,3,"specific",104
"en",2023-03-21,2,"generic",306
"erb-tanks",2023-03-21,1,"specific",10
"portal",2023-03-21,1,"portal",237
"altenerding",2023-03-22,1,"specific",19
"en",2023-03-22,3,"generic",309
"fr",2023-03-22,1,"generic",162
"portal",2023-03-22,3,"portal",240
"en",2023-03-23,1,"generic",310
"pt",2023-03-23,1,"generic",26
"tai",2023-03-23,1,"specific",105
"en",2023-03-24,1,"generic",311
"fr",2023-03-24,1,"generic",163
"it",2023-03-24,1,"generic",34
"altenerding",2023-03-25,1,"specific",20
"combe-cullier",2023-03-25,1,"specific",22
"fr",2023-03-25,2,"generic",165
"portal",2023-03-25,2,"portal",242
"pt",2023-03-25,1,"generic",27
"en",2023-03-26,2,"generic",313
"altenerding",2023-03-27,1,"specific",21
"combe-cullier",2023-03-27,1,"specific",23
"en",2023-03-27,1,"generic",314
"portal",2023-03-27,1,"portal",243
"en",2023-03-28,2,"generic",316
"erb-tanks",2023-03-28,2,"specific",12
"fr",2023-03-28,1,"generic",166
"portal",2023-03-28,4,"portal",247
"it",2023-03-28,1,"generic",35
"marathousa1a",2023-03-28,1,"specific",6
"pt",2023-03-28,1,"generic",28
"anse-a-henry",2023-03-29,3,"specific",31
"cassenade",2023-03-29,1,"specific",14
"en",2023-03-29,6,"generic",322
"fr",2023-03-29,1,"generic",167
"portal",2023-03-29,2,"portal",249
"mas-vignoles-x",2023-03-29,1,"specific",13
"cassenade",2023-03-30,1,"specific",15
"chez-thuilet",2023-03-30,1,"specific",8
"en",2023-03-30,2,"generic",324
"fr",2023-03-30,2,"generic",169
"grotte16",2023-03-30,1,"specific",21
"portal",2023-03-30,2,"portal",251
"it",2023-03-30,1,"generic",36
"poeymau",2023-03-30,1,"specific",30
"pt",2023-03-30,1,"generic",29
"tai",2023-03-30,1,"specific",106
"cassenade",2023-03-31,2,"specific",17
"en",2023-03-31,2,"generic",326
"erb-tanks",2023-03-31,1,"specific",13
"portal",2023-03-31,3,"portal",254
"mask",2023-03-31,1,"specific",12
"poeymau",2023-03-31,2,"specific",32
"roc-de-marcamps2",2023-03-31,1,"specific",11
"tai",2023-03-31,1,"specific",107
"altenerding",2023-04-01,1,"specific",22
"en",2023-04-01,1,"generic",327
"roc-de-marcamps2",2023-04-01,1,"specific",12
"en",2023-04-02,2,"generic",329
"tai",2023-04-02,1,"specific",108
"amalda",2023-04-03,1,"specific",61
"chez-thuilet",2023-04-03,2,"specific",10
"en",2023-04-03,4,"generic",333
"fr",2023-04-03,2,"generic",171
"portal",2023-04-03,2,"portal",256
"mas-vignoles-x",2023-04-03,1,"specific",14
"poeymau",2023-04-03,3,"specific",35
"teseticeX08",2023-04-03,1,"specific",9
"anse-a-henry",2023-04-04,1,"specific",32
"bastos",2023-04-04,1,"specific",13
"chauzeys",2023-04-04,1,"specific",8
"chez-thuilet",2023-04-04,1,"specific",11
"en",2023-04-04,4,"generic",337
"fr",2023-04-04,2,"generic",173
"grotte16",2023-04-04,1,"specific",22
"portal",2023-04-04,2,"portal",258
"mask",2023-04-04,2,"specific",14
"amalda",2023-04-05,1,"specific",62
"bastos",2023-04-05,2,"specific",15
"en",2023-04-05,1,"generic",338
"fr",2023-04-05,1,"generic",174
"portal",2023-04-05,3,"portal",261
"it",2023-04-05,1,"generic",37
"pt",2023-04-05,1,"generic",30
"amalda",2023-04-06,1,"specific",63
"chauzeys",2023-04-06,1,"specific",9
"combe-capelle-a1a2",2023-04-06,1,"specific",9
"en",2023-04-06,1,"generic",339
"fr",2023-04-06,2,"generic",176
"portal",2023-04-06,4,"portal",265
"tai",2023-04-06,1,"specific",109
"teseticeX08",2023-04-06,1,"specific",10
"bastos",2023-04-07,1,"specific",16
"en",2023-04-07,7,"generic",346
"fr",2023-04-07,2,"generic",178
"tai",2023-04-07,1,"specific",110
"teseticeX08",2023-04-07,1,"specific",11
"altenerding",2023-04-09,1,"specific",23
"en",2023-04-09,4,"generic",350
"fr",2023-04-09,1,"generic",179
"portal",2023-04-09,1,"portal",266
"amalda",2023-04-10,1,"specific",64
"bastos",2023-04-10,1,"specific",17
"en",2023-04-10,2,"generic",352
"fr",2023-04-10,1,"generic",180
"anse-a-henry",2023-04-11,1,"specific",33
"fr",2023-04-11,1,"generic",181
"portal",2023-04-11,2,"portal",268
"it",2023-04-11,1,"generic",38
"pt",2023-04-11,1,"generic",31
"altenerding",2023-04-12,1,"specific",24
"amalda",2023-04-12,8,"specific",72
"chauzeys",2023-04-12,1,"specific",10
"combe-greze",2023-04-12,1,"specific",10
"en",2023-04-12,5,"generic",357
"fr",2023-04-12,6,"generic",187
"grotte16",2023-04-12,3,"specific",25
"portal",2023-04-12,8,"portal",276
"mas-vignoles-x",2023-04-12,1,"specific",15
"petit-paulmy",2023-04-12,2,"specific",18
"roc-de-marcamps1",2023-04-12,1,"specific",14
"tai",2023-04-12,1,"specific",111
"teseticeX08",2023-04-12,1,"specific",12
"amalda",2023-04-13,7,"specific",79
"bastos",2023-04-13,1,"specific",18
"combe-greze",2023-04-13,2,"specific",12
"en",2023-04-13,5,"generic",362
"fr",2023-04-13,5,"generic",192
"portal",2023-04-13,6,"portal",282
"it",2023-04-13,1,"generic",39
"les-jambes",2023-04-13,1,"specific",21
"poeymau",2023-04-13,1,"specific",36
"pt",2023-04-13,1,"generic",32
"tai",2023-04-13,1,"specific",112
"altenerding",2023-04-14,4,"specific",28
"amalda",2023-04-14,2,"specific",81
"anse-a-henry",2023-04-14,1,"specific",34
"barmose",2023-04-14,2,"specific",4
"bessinaudes",2023-04-14,1,"specific",10
"chez-thuilet",2023-04-14,1,"specific",12
"combe-capelle-a1a2",2023-04-14,1,"specific",10
"combe-cullier",2023-04-14,1,"specific",24
"en",2023-04-14,2,"generic",364
"fr",2023-04-14,8,"generic",200
"portal",2023-04-14,8,"portal",290
"it",2023-04-14,1,"generic",40
"le-flageolet",2023-04-14,1,"specific",6
"les-jambes",2023-04-14,2,"specific",23
"marathousa1a",2023-04-14,1,"specific",7
"marathousa1b",2023-04-14,1,"specific",5
"pirro-nord13",2023-04-14,2,"specific",4
"poeymau",2023-04-14,2,"specific",38
"roquemissou",2023-04-14,2,"specific",23
"altenerding",2023-04-15,2,"specific",30
"amalda",2023-04-15,1,"specific",82
"chez-thuilet",2023-04-15,1,"specific",13
"en",2023-04-15,2,"generic",366
"fr",2023-04-15,2,"generic",202
"grotte16",2023-04-15,1,"specific",26
"portal",2023-04-15,2,"portal",292
"les-jambes",2023-04-15,1,"specific",24
"marathousa1a",2023-04-15,1,"specific",8
"poeymau",2023-04-15,2,"specific",40
"tai",2023-04-15,2,"specific",114
"en",2023-04-16,1,"generic",367
"fr",2023-04-16,2,"generic",204
"portal",2023-04-16,1,"portal",293
"altenerding",2023-04-17,2,"specific",32
"amalda",2023-04-17,1,"specific",83
"cassenade",2023-04-17,1,"specific",18
"en",2023-04-17,1,"generic",368
